"category_name","universe","department","family","brand","product_nature","model_code","used_sizeguide_turnover","sizeguide_not_used_pageviews","sizeguide_not_used_order","sizeguide_not_used_quantity","sizeguide_not_used_turnover","sizeguide_not_used_return_quantity"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","TROUSERS",8758755,"20073.99999999998","11008",2173,"2452","52964.18","868"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8603726,"57242.22999999998","9685",10856,"13009","170352.50999999934","6222"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","TROUSERS",8569504,"10984.529999999984","16805",3667,"3968","46411.90000000002","1658"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","TROUSERS",8605569,"28272.930000000055","6963",3122,"3583","81539.61000000003","1543"
"CLOTHING","CYCLING UNIVERS","URBAN/FOLDING B","RAIN WEATH APP","BTWIN","OVERTROUSERS",8402040,"70936.56","11836",10918,"12790","254792.6499999999","2549"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403220,"57034.36000000001","11043",21163,"28225","379788.7799999994","9006"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8510030,"52348.110000000015","5127",17447,"33008","200226.1399999996","3975"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403221,"8501.489999999993","8004",4576,"5727","42917.03999999999","1417"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","TROUSERS",8572546,"19879.379999999994","5975",2742,"3343","70786.14000000004","1355"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8666242,"38439.11000000002","4765",5632,"6962","105833.57","3419"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASE LAYER",8510031,"37681.14000000003","6064",15627,"22134","128836.37000000008","3643"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOTH OCC","WEDZE","SKI TROUSERS",8563097,"39240.14999999996","9323",6063,"7527","132149.55999999944","4867"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W PANTS/TS NH","QUECHUA","TROUSERS",8554842,"7732.699999999971","7114",4462,"4960","43586.45999999999","2002"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS JR","KIPSTA","TIGHTS",8619329,"64716.180000000044","10117",23228,"33196","382180.7199999993","3721"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASE LAYER",8510029,"44596.23000000006","5892",15440,"29887","183926.69999999978","3236"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","LEGGINGS",8552601,"24797.620000000024","7734",7916,"9290","97310.14999999995","2893"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403222,"40011.880000000034","8120",13780,"17588","240077.48000000016","5475"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8510033,"26834.610000000033","3918",11740,"16276","90916.25000000013","3217"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8758761,"7318.119999999989","6292",1152,"1259","25883.470000000012","604"
"CLOTHING","WATER SPORTS UN","SNORKELING SCUB","SNORKELING TOP","SUBEA","NEOPRENE SHORTY",8380963,"14098.759999999953","4896",6127,"7612","86551.93999999999","3803"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403223,"24065.370000000003","3163",5371,"6928","93388.60000000003","3186"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8547142,"9887.989999999962","5618",6073,"8255","52918.76999999997","2932"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","ZIP OFF TROUSERS",8502252,"6217.929999999984","4259",2025,"1960","31219.610000000026","921"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8529113,"9898.229999999983","4212",2213,"2507","41722.47000000003","1753"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M L1 SH PANT","QUECHUA","TROUSERS",8582600,"38722.27000000002","3863",2950,"3583","99050.80999999994","1606"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","OVERTROUSERS",8408195,"22849.969999999983","4607",8420,"9775","107962.92000000004","3665"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN UNDERWEAR","KALENJI","SPORTS BRA",8549607,"8961.449999999966","1966",2229,"2690","25685.229999999985","1011"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","TROUSERS",8602800,"45452.42999999999","3646",4467,"5639","152417.8399999998","3087"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIM TOP",8500460,"11989.249999999955","3207",10107,"12672","54755.84000000002","6453"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","LEGGINGS",8577944,"10546.639999999976","6638",2194,"2390","46450.100000000035","900"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8605572,"39232.10000000004","2362",3801,"4684","132002.25000000003","2016"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","JR RIDING WEAR","FOUGANZA","BREECHES",8320128,"19907.399999999976","5150",8469,"10010","103690.56999999998","2565"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","CHILD SKI BL","WEDZE","BASELAYER BOTTOM",8343743,"39509.13000000005","7673",23751,"36890","186122.29999999926","5816"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","ADIDAS","LEGGINGS",8624217,"17250.98999999998","5747",4160,"4603","69664.71","970"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN UNDERWEAR","KALENJI","SPORTS BRA",8563081,"6671.319999999989","2220",4892,"6028","21258.93","2014"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","T-SHIRT",8493310,"30647.52000000003","4986",7381,"8744","176594.8600000001","1551"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER2 KIDBOY","QUECHUA","TROUSERS",8526843,"15926.099999999959","6277",5737,"7369","98345.47000000002","1284"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","T-SHIRT",8380104,"9481.689999999982","4138",6493,"8922","41554.25000000004","2231"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8544763,"20617.95999999998","2523",6885,"8425","99056.18000000008","5042"
"CLOTHING","WATER SPORTS UN","SNORKELING SCUB","SNORKELING TOP","SUBEA","NEOPRENE SHORTY",8485036,"10285.479999999969","4306",3958,"4574","59583.44000000001","2016"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8547484,"9557.829999999967","7939",5067,"5602","43099.40000000003","3234"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","CHILD SKI BL","WEDZE","BASE LAYER",8343744,"31532.430000000015","5136",20380,"30537","153930.60999999978","4858"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","JACKET TW BOY","QUECHUA","OVERTROUSERS",8642168,"20008.919999999995","5852",13261,"16876","132466.76000000007","3549"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8615208,"5651.279999999979","3814",3564,"4376","27101.37","2113"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWBOY","QUECHUA","ZIP OFF TROUSERS",8584469,"6286.789999999991","6395",3005,"3797","34083.80000000002","977"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8505621,"19191.439999999962","5081",5594,"6826","86397.05999999994","2053"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","BOY OCC PST JKT","WEDZE","TROUSERS",8562660,"37839.029999999984","7396",11383,"13485","191124.389999999","3891"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M JACKETS NH","QUECHUA","JACKET",8300326,"10471.269999999964","5305",5112,"6296","61956.49000000001","1125"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","JACKET",8505045,"5362.989999999993","5116",1165,"1248","17763.37999999998","583"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M JACKETS NH","QUECHUA","OVERTROUSERS",8796550,"16310.919999999955","4113",5378,"6238","85491.38","1476"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8492737,"17923.28999999999","3123",2582,"2980","54895.580000000016","1535"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT OCC","WEDZE","TROUSERS",8569208,"14205.939999999971","3342",1884,"2226","37264.350000000006","1157"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","T-SHIRT",8580251,"5891.779999999984","2281",3365,"3762","23797.689999999977","807"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","ADULTS SKI AND","WEDZE","SOCKS",8557163,"48551.40000000004","1196",10878,"15752","142091.99000000002","1488"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS JR","KIPSTA","BASE LAYER",8619327,"33656.31000000002","6867",15340,"21094","181351.65999999977","2891"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8550837,"11863.469999999956","4709",3786,"4091","53742.550000000054","1142"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","KIMJALY","TROUSERS",8574056,"10543.819999999963","2683",3383,"4376","60280.89","964"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","DRESS EQUIP","FOUGANZA","BREECHES",8579683,"7201.149999999984","2296",1329,"1482","21367.889999999996","620"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8562212,"6422.919999999991","3132",1880,"2105","22752.629999999997","1366"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","TEMPERED WATER","OLAIAN","SURF WETSUIT",8403234,"14617.559999999969","3045",1508,"1818","49341.79000000006","995"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","LEGGINGS",8614959,"15652.169999999942","2784",4860,"6078","84237.86000000003","1863"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8582598,"23145.380000000005","3186",2869,"3446","78784.29000000001","1870"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403218,"13000.799999999956","1912",2977,"3930","58520.08000000011","1587"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8574729,"32153.550000000007","2048",6429,"8157","92908.01999999997","1943"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M L1 SH PANT","QUECHUA","TROUSERS",8558719,"5987.619999999993","3644",1081,"1225","16553.429999999982","566"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8576239,"34656.88000000003","1254",5402,"7486","92960.39000000004","1267"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",8772946,"12387.709999999974","2931",4361,"5005","44919.410000000025","939"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL JACKETS","TRIBORD","OVERTROUSERS",8676253,"10687.649999999961","1768",2423,"2880","40506.68000000003","848"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","TEMPERED WATER","OLAIAN","SURF WETSUIT",8504156,"20060.379999999997","2527",3314,"4347","112254.32999999999","1776"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","TROUSERS",8732699,"4973.0099999999875","1398",1480,"1741","24015.390000000003","780"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","T-SHIRT",8612421,"5735.669999999983","1472",5018,"5525","25900.619999999995","1787"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","BASE LAYER",8650758,"17601.449999999975","4914",5016,"6974","73887.12000000004","1278"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","ZIP OFF TROUSERS",8652204,"14003.969999999961","1046",2473,"2942","41459.14000000004","1455"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BOARDSHORTS",8486148,"15336.399999999958","2366",8326,"9946","82804.43000000007","3788"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","TROUSERS",8562227,"3979.039999999995","1019",568,"642","11737.219999999974","364"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","TROUSERS",8493683,"17559.669999999984","2066",3353,"3869","66105.72000000002","1852"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN UNDERWEAR","KALENJI","SPORTS BRA",8563080,"2289.590000000001","2231",1883,"2397","8326.959999999986","790"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","M COOL COLD MTB","ROCKRIDER","TROUSERS",8540538,"16661.45999999996","3704",1654,"1936","53573.76000000003","809"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIM TOP",8677635,"2862.1699999999964","2866",2137,"2382","13550.389999999963","1521"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8574122,"7518.109999999983","2432",1455,"1691","29802.530000000028","944"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","JACKET",8383702,"5019.209999999986","1716",2186,"2403","25887.61","964"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","JERSEY",8394789,"14690.19999999997","2649",4070,"4672","55733.30000000004","951"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8605574,"5648.62999999999","658",522,"624","16376.059999999974","230"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8511782,"2453.489999999997","2017",1657,"1954","10464.029999999964","456"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","T-SHIRT",8569390,"19165.099999999955","2886",4458,"4765","88367.93999999996","1157"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASE LAYER",8576241,"22245.160000000003","1953",3973,"5676","71048.91000000002","913"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L3","QUECHUA","JACKET",8544336,"5572.059999999993","6588",787,"879","29925.05000000001","380"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","W RIDING WEAR","FOUGANZA","BREECHES",8404230,"8348.269999999964","2514",2558,"3182","33189.41999999998","1324"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIMMING COSTUME",8645698,"6155.819999999978","3269",6671,"7776","46665.01000000001","3076"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","LEOTARD",8561039,"8135.92999999998","5713",3324,"4252","66144.51000000002","942"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","JUNIOR SKI AND","WEDZE","SOCKS",8555027,"12574.979999999987","1670",6792,"10074","57550.540000000066","881"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT REG","WEDZE","TROUSERS",8545714,"47752.05000000002","2004",2582,"2934","108561.41999999997","1122"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L3","QUECHUA","JACKET",8736722,"7377.86999999999","2010",1521,"1646","22168.980000000003","641"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWGIRL","QUECHUA","ZIP OFF TROUSERS",8731706,"5383.509999999992","2723",4096,"4978","38875.61000000006","1739"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","RUNNING TIGHTS",8647027,"4654.769999999997","1118",1541,"1667","16085.889999999989","555"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","BASE LAYER",8641687,"17414.31999999998","4312",3794,"4864","77892.90000000005","525"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","TROUSERS",8587372,"8942.369999999974","1160",1488,"1776","32885.35000000004","811"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","TROUSERS",8583313,"6027.989999999983","1450",1108,"1387","18596.78999999997","766"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8677364,"7176.409999999981","3784",2512,"3390","29925.02999999999","1893"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWBOY","QUECHUA","ZIP OFF TROUSERS",8530007,"20997.329999999994","1810",8249,"10389","157602.30999999994","3120"
"CLOTHING","FITNESS WELLNES","DANCES","DANCE ACCESS","STAREVER","TIGHTS",8608534,"6823.479999999983","2942",6640,"8731","48687.929999999986","1315"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","FIT BEG M OUTFI","ADIDAS","TRACKSUIT",8624056,"13010.389999999978","4271",1914,"1942","71242.72999999998","511"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","JACKET",8545711,"37555.83000000001","2567",2214,"2556","107220.1","1362"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","JACKET TW GIRL","QUECHUA","JACKET",8572745,"7606.409999999989","3315",4513,"5125","50662.96000000001","1321"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8511784,"10942.349999999977","2525",6278,"11369","69148.14000000003","1466"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",8351934,"6028.409999999993","2957",3815,"6801","26017.300000000025","915"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","LONG-SLEEVED T-SHIRT",8370112,"6503.749999999986","1446",2706,"2929","21082.239999999998","847"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8646176,"4053.399999999989","2193",1935,"2296","21869.429999999982","939"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT REG","WEDZE","TROUSERS",8558868,"11008.169999999984","1502",1204,"1375","30794.869999999995","862"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG M COLD WTHR","KALENJI","JACKET",8521837,"6867.069999999986","3234",1939,"2165","33664.44000000002","706"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","FULL BODY SWIMSUIT",8387938,"2336.980000000001","1426",1352,"1621","9265.659999999994","779"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMSUIT",8615432,"7216.199999999973","1085",971,"1202","17304.29999999996","532"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASE LAYER",8604249,"21540.63","1673",4517,"5815","69298.77000000005","1187"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","TROUSERS",8513996,"2583.769999999998","2607",971,"1059","8675.879999999981","647"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","PADDED CYCLING SHORTS",8542910,"10291.109999999964","1624",3648,"4511","39712.92000000003","1101"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","SHORTS",8489395,"7640.239999999977","3000",8164,"13612","63995.72000000003","2916"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8072128,"10189.569999999962","1994",3773,"4430","40860.53999999998","1479"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L3","QUECHUA","JACKET",8492378,"4398.899999999991","3201",1141,"1251","24873.77000000001","628"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","W SUN PROTEC","OLAIAN","TOP",8485993,"7601.659999999981","2822",3192,"3872","32157.180000000022","1190"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","T-SHIRT",8572641,"5957.19999999998","1972",4282,"10418","44442.560000000005","1087"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIM BOTTOM",8403572,"5942.089999999978","1807",6832,"8760","27267.81","4737"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","LONG-SLEEVED T-SHIRT",8504629,"14211.199999999959","2758",2489,"2827","68672.83000000005","506"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","TROUSERS",8343230,"8228.609999999991","1315",608,"732","25465.710000000006","298"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT OCC","WEDZE","SKI TROUSERS",8563078,"13947.209999999985","1486",1390,"1770","43283.19","889"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","T-SHIRT",8316244,"7182.029999999977","1185",5283,"7837","41743.68000000002","1744"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","TROPICAL TREK","FORCLAZ","TROUSERS",8581342,"13516.619999999955","1285",1210,"1458","36210.940000000024","552"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","ZIP OFF TROUSERS",8587383,"20445.410000000003","1061",2335,"2890","64435.149999999994","1444"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC M WARM WTHR","KALENJI","RUNNING TIGHTS",8381942,"4880.519999999988","2760",1851,"2329","21837.789999999983","598"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","W SUN PROTEC","OLAIAN","TOP",8648128,"8537.499999999975","1364",4399,"5612","37735.51999999998","1414"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","RUNNING TIGHTS",8552231,"4058.999999999992","1833",2020,"2531","22653.159999999993","846"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8492857,"379.81000000000006","3966",139,"135","1879.0600000000006","41"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","DESERT OUTFIT","FORCLAZ","TROUSERS",8735136,"7528.029999999976","1405",810,"957","21994.26","381"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN PANT JACKET","DOMYOS","TROUSERS",8543998,"5700.299999999978","3288",2995,"4604","37630.38","840"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","JR HOT WEATHER","KIPSTA","SHORTS",8558492,"3344.909999999992","1434",3675,"4843","23354.019999999975","639"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","TROUSERS",8549765,"2104.59","1446",547,"718","6238.789999999985","296"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN PANT JACK","DOMYOS","TROUSERS",8759127,"7111.799999999972","1453",3875,"4760","40295.96000000001","1352"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","TROUSERS",8579871,"11877.329999999969","1264",1677,"1995","42880.380000000034","1033"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","MOUNTAIN CLOTH","SIMOND","JACKET",8540148,"4849.159999999994","3900",745,"793","20146.449999999993","437"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT PADDEDJACK","FORCLAZ","DOWN JACKET",8397296,"12334.959999999972","4359",1264,"1380","55563.880000000085","464"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","COLD WAT WETSUI","OLAIAN","SURF WETSUIT",8552100,"11538.21999999998","1850",1035,"1245","48087.58000000009","499"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8615005,"4917.749999999992","2260",1635,"1748","25623.31","579"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8547528,"7411.969999999975","2490",2402,"2739","34710.90000000001","1329"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","T-SHIRT",8666208,"1023.180000000001","832",972,"1283","3524.3299999999963","315"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","TIGHTS",8619310,"14645.229999999963","1237",3590,"4851","60166.860000000015","829"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","JR HOT WEATHER","KIPSTA","SHORTS",8558495,"16822.53999999997","1198",14177,"20423","97234.01000000005","2891"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT OUTFIT","FORCLAZ","TROUSERS",8758164,"12897.749999999978","2313",1587,"1889","58590.380000000056","924"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","TOP",8611587,"4321.339999999992","1772",5411,"6670","28975.930000000037","863"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","COLD WAT WETSUI","OLAIAN","SURF WETSUIT",8403240,"17233.10999999998","893",1015,"1222","46938.81000000004","703"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KIPRUN","SWEATSHIRT",8615431,"12019.339999999976","5891",2320,"2555","55796.70999999996","823"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",8189216,"9961.629999999963","2252",3515,"4883","55097.310000000034","829"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","ARENA","SWIMMING COSTUME",8590958,"6284.979999999979","1689",1847,"2105","35179.75000000002","980"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","ZIP OFF TROUSERS",8669963,"584.8100000000001","1146",95,"99","1794.4400000000003","43"
