"category_name","universe","department","family","brand","product_nature","model_code","used_sizeguide_pageviews","used_sizeguide_order","used_sizeguide_quantity","used_sizeguide_turnover","used_sizeguide_return_quantity"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","HIKING PREGNANC","QUECHUA","T-SHIRT",8667173,"61",34,"40","434.7500000000001","15"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT PADDEDJACK","FORCLAZ","DOWN JACKET",8646583,"61",26,"30","1599.84","14"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT PADDEDJACK","FORCLAZ","DOWN JACKET",8502893,"61",21,"23","1569.87","8"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SHORT/TANK NH","QUECHUA","SHORTS",8493780,"61",26,"24","184.82000000000005","6"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWBOY","QUECHUA","T-SHIRT",8786613,"60",170,"177","1190.510000000001","28"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",965295,"60",34,"36","339.75000000000006","11"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SNOW HIKE L3","QUECHUA","PARKA",8582951,"60",33,"34","2319.7799999999997","12"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","BOY'S BOARDSHT","OLAIAN","BOARDSHORTS",8670248,"60",49,"53","167.57999999999998","11"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BIKINI TOP",8528626,"60",37,"38","305.71000000000004","9"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","MOUNTAIN CLOTH","SIMOND","LONG-SLEEVED T-SHIRT",8644279,"60",42,"45","954.7000000000002","14"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","CLIMBING JR CLO","SIMOND","BERMUDA SHORTS",8574045,"60",33,"35","255.77","12"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","LEGGINGS",8648562,"60",71,"76","689.3800000000003","13"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","SHORTS",8787141,"60",49,"59","507.77000000000015","16"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","TROUSERS/SHIRT","SOLOGNAC","LONG-SLEEVED SHIRT",8514530,"60",44,"88","1667.2500000000002","13"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","SWEAT JACKET PA","DOMYOS","JACKET",8736292,"60",63,"73","794.3800000000003","11"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","LEGGIN JKT GIRL","DOMYOS","LEGGINGS",8669261,"60",389,"464","2453.08","72"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD W","VAN RYSEL","SHORT-SLEEVE JERSEY",8606239,"60",84,"86","1194.5000000000002","36"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GARM MID-SE RDM","VAN RYSEL","JERSEY",8572288,"60",62,"70","559.3600000000004","6"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN COLD","KIPRUN","LONG-SLEEVED T-SHIRT",8588361,"60",65,"72","1514.4000000000003","12"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","TANK TOP",8606138,"60",12,"13","69.95","8"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","ADULT RUN SOCKS","KIPRUN","SOCKS",8647258,"60",122,"149","948.3300000000003","2"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W TRAIL CLOTHES","EVADICT","RUNNING 3/4 TIGHT",8754054,"60",22,"27","316.86000000000007","13"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN WARM WTHR","KIPRUN","RUNNING LONG TIGHT",8626362,"60",190,"220","3698.309999999999","51"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","AD COLD WEATHER","KIPSTA","JACKET",8643824,"60",64,"70","1039.4800000000002","18"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT WATER JACK","FORCLAZ","OVERTROUSERS",8504646,"60",42,"51","2089.81","32"
"CLOTHING","WINTER SPORTS U","CROSS COUNTRY S","JR XC SKI CLOTH","INOVIK","JACKET",8735716,"59",40,"48","962.6900000000002","17"
"CLOTHING","TEAMSPORTS UNIV","RUGBY / GAELIC","APP WINTER MEN","OFFLOAD","TIGHTS",8540550,"59",40,"49","614.5800000000002","7"
"CLOTHING","GOLF UNIVERS","GOLF","MEN GOLF SHORTS","INESIS","BERMUDA SHORTS",8733214,"59",92,"98","1023.4400000000004","42"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI BOTTOM",8544509,"59",41,"50","77.74000000000001","24"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI TOP",8789343,"59",30,"39","169.83","22"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI TOP",8760177,"59",48,"53","199.81","34"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","SWIMMING COSTUME",8540180,"59",44,"54","207.76000000000005","30"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BIKINI BOTTOM",8586936,"59",27,"32","128.86999999999998","19"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","WINTER MTN CLTH","SIMOND","OVERTROUSERS",8495260,"59",17,"20","1229.8799999999999","8"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","JR RIDING WEAR","FOUGANZA","LEGGINGS",8773202,"59",66,"72","1539.5600000000002","28"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","COMPETITION GEA","FOUGANZA","COMPETITION JACKET",8786098,"59",29,"39","863.82","21"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W BRA","DOMYOS","BRA",8667269,"59",57,"64","798.6200000000002","26"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","PUMA","T-SHIRT",8808953,"59",115,"128","1299.8300000000008","11"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","PARKOUR","DOMYOS","T-SHIRT",8668995,"59",19,"22","84.83","5"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8616554,"59",63,"69","1448.3700000000003","6"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","AWAKEN SPORT AP","DOMYOS","TROUSERS",8572421,"59",74,"89","319.20000000000005","8"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GARM MID-SE RDW","VAN RYSEL","JERSEY",8668209,"59",64,"65","1379.5500000000002","20"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","PADDED CYCLING SHORTS",8644183,"59",7,"7","44.95","2"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAILWEAR","TRIBORD","T-SHIRT",8676273,"59",109,"109","1223.3100000000004","40"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","SWIMSUITS&CAPS","WATKO","SWIM BRIEFS",8647241,"59",63,"80","499.70000000000016","50"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","SHORTS",8797195,"59",124,"143","1824.2700000000004","70"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","SHORTS",962201,"58",155,"197","999.5700000000007","54"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","JACKET TW BOY","QUECHUA","JACKET",8677226,"58",105,"121","1752.2900000000004","50"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SWEATS NH","QUECHUA","PULLOVER",8226830,"58",53,"55","614.5900000000003","14"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT 3IN1 JACK","FORCLAZ","3 IN 1 JACKET",8493046,"58",37,"40","3259.7299999999987","13"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BIKINI BOTTOM",8646425,"58",60,"73","319.6800000000001","41"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","JR RIDING WEAR","FOUGANZA","LONG-SLEEVED POLO SHIRT",8580074,"58",62,"71","623.5200000000002","23"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","RIDING WEAR WIN","FOUGANZA","JACKET",8576305,"58",43,"52","2099.72","24"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN PANT JACK","DOMYOS","JACKET",8542955,"58",59,"64","979.5100000000003","15"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","T-SHIRT",8643598,"58",31,"52","229.54000000000002","6"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8643779,"58",24,"25","167.79000000000005","4"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","HIGH VIS","SOLOGNAC","JACKET",8550242,"58",52,"63","2361.549999999999","18"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","CAMO CLOTH D/W","SOLOGNAC","JACKET",8668330,"58",33,"34","1249.76","10"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","UNDERWEAR HUNT","SOLOGNAC","BASE LAYER",8281346,"58",50,"58","663.5600000000002","14"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","M WET WEATHER","ROCKRIDER","CYCLING SHORTS",8540540,"58",38,"39","577.6600000000002","5"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GARM MID-SE RDM","VAN RYSEL","BIB SHORTS",8619663,"58",33,"40","1394.76","16"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAILWEAR","TRIBORD","SHORTS",8545193,"58",230,"258","2484.5299999999975","111"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","TROUSERS",8789124,"58",47,"48","1199.8000000000002","28"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8650951,"58",31,"32","1249.75","7"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIMMING JAMMER",8788513,"58",47,"50","591.6300000000002","13"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMMING JAMMER",8524266,"58",21,"26","449.94","20"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIMMING COSTUME",8647855,"58",20,"18","151.88","6"
"CLOTHING","CYCLING UNIVERS","URBAN/FOLDING B","COOL WEATH APP","BTWIN","SLEEVELESS JACKET",8580711,"58",23,"25","503.86000000000007","11"
"CLOTHING","GOLF UNIVERS","GOLF","MEN COLD CLOTH","INESIS","PADDED JACKET",8393474,"57",56,"61","1549.5700000000002","18"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN JR APP","ARTENGO","SHORTS",8573367,"57",71,"86","623.3400000000001","20"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER 2 TWGIRL","QUECHUA","FLEECE",8645440,"57",211,"230","1335.090000000001","39"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","MEN'S INTERM BS","OLAIAN","UNDERSHORTS",8776682,"57",60,"96","391.3500000000002","31"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM ADV SSUIT","OLAIAN","SWIMMING COSTUME",8758042,"57",38,"43","709.7800000000001","21"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","TOP",8789505,"57",133,"156","854.9300000000005","49"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","JR RIDING WEAR","FOUGANZA","SWEATSHIRT",8546585,"57",18,"21","267.86000000000007","7"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","HORSE RIDING SO","FOUGANZA","SOCKS",8579104,"57",30,"30","224.23000000000005","3"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","SLEEVELESS T-SHIRT",8803471,"57",25,"25","224.82000000000005","7"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT BO","DOMYOS","T-SHIRT",8646268,"57",88,"96","505.1700000000004","13"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD W","VAN RYSEL","SLEEVELESS JERSEY",8609285,"57",26,"29","219.89000000000001","18"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","UNDW SUM RD M","VAN RYSEL","BASE LAYER",8296143,"57",48,"66","854.4300000000004","9"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","PADDED CYCLING SHORTS",8667963,"57",17,"19","389.87000000000006","6"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR WIN RD M","VAN RYSEL","JACKET",8569284,"57",53,"64","861.8000000000001","44"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","KIDS RUN SOCKS","KIPRUN","SOCKS",8578187,"57",51,"64","212.90000000000012","3"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","ADULT RUN SOCKS","KIPRUN","SOCKS",8771840,"57",41,"55","587.5100000000002","6"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","KIDS ATHL CLOTH","KIPRUN","TROUSERS",8750864,"57",80,"92","959.3600000000004","28"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","OFFSHORE M&W","TRIBORD","SAILING SMOCK",8601612,"57",20,"22","1999.92","14"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","WOMEN SNB CLTHG","DREAMSCAPE","SWEATSHIRT",8600853,"57",26,"28","759.8100000000001","9"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","CHILD SKI BL","WEDZE","BASELAYER BOTTOM",8751015,"57",196,"228","2943.0299999999984","30"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIMMING TRUNKS",8669398,"57",64,"71","737.4800000000004","19"
"CLOTHING","WINTER SPORTS U","ICE SKATING ICE","JR FIG CLOTHES","AXELYS","LEGGINGS",8602115,"56",11,"12","89.91","3"
"CLOTHING","GOLF UNIVERS","GOLF","M WARM W CLOTH","INESIS","TROUSERS",8732541,"56",46,"53","1039.73","26"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","KIMJALY","SHORTS",8595509,"56",10,"9","39.95","4"
"CLOTHING","RACKETS SPORTS","TENNIS","JUNIOR SOCKS","ARTENGO","SOCKS",8771570,"56",66,"75","378.7800000000003","3"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN W APP","ARTENGO","SKIRT",8547385,"56",53,"67","709.5600000000002","23"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT PADDEDJACK","FORCLAZ","DOWN JACKET",8373600,"56",36,"39","2539.789999999999","18"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI BOTTOM",8789363,"56",63,"79","329.67000000000013","46"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W BRA","DOMYOS","BRA",8666346,"56",11,"11","119.91999999999999","3"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN PANT JACKET","DOMYOS","JACKET",8665349,"56",35,"34","364.73000000000013","7"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","TROUSERS/SHIRT","SOLOGNAC","LONG-SLEEVED SHIRT",8514529,"56",31,"34","550.7200000000001","6"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","SWEAT JACKET PA","DOMYOS","SWEATSHIRT",8669003,"56",83,"99","449.1000000000004","9"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","M WINTER BASELA","VAN RYSEL","BASE LAYER",8753879,"56",39,"42","614.6400000000002","6"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC M WARM WTHR","KALENJI","T-SHIRT",964110,"56",97,"126","1254.0900000000006","35"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RAINY CLOTHES","KIPRUN","RAIN JACKET",8489257,"56",43,"48","779.9100000000001","22"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","TANK",8604368,"56",60,"66","549.4500000000002","11"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W WARM JACKETS","TRIBORD","JACKET",8601592,"56",36,"43","1014.7700000000001","20"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL FLEECE","TRIBORD","PULLOVER",8561355,"56",20,"21","224.85000000000005","6"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","ADULTS SKI AND","WEDZE","SOCKS",8670560,"56",43,"47","599.6000000000003","7"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","GR INT SKI JKT","WEDZE","TROUSERS",8604000,"56",35,"40","1374.75","13"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SNB CLTHG","DREAMSCAPE","SWEATSHIRT",8758703,"56",21,"22","679.83","5"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","BASE LAYER",8650793,"56",133,"148","2338.6999999999994","18"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BABY SWIM","NABAIJI","FULL BODY SWIMSUIT",8539825,"56",23,"26","179.88000000000002","14"
"CLOTHING","RACKETS SPORTS","PADEL PELOTA","PADEL APPAREL","KUIKMA","T-SHIRT",8573009,"55",61,"75","510.84000000000026","9"
"CLOTHING","FISHING UNIVERS","PREDATOR FISHIN","RAIN CLOTHES","CAPERLAN","TROUSERS",8554442,"55",21,"23","884.8600000000001","9"
"CLOTHING","RACKETS SPORTS","BADMINTON SQUAS","WOMENS BADMINTO","PERFLY","SKIRT",8588270,"55",33,"31","92.22999999999999","3"
"CLOTHING","GOLF UNIVERS","GOLF","MEN GOLF TROUSE","INESIS","TROUSERS",8600367,"55",106,"116","2256.2699999999986","43"
"CLOTHING","GOLF UNIVERS","GOLF","WOMEN GOLF PULL","INESIS","LONG-SLEEVED POLO SHIRT",8660313,"55",91,"103","1103.3200000000004","35"
"CLOTHING","FITNESS WELLNES","YOGA","MAN YOGA","KIMJALY","T-SHIRT",8678466,"55",45,"52","479.6000000000002","12"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN JR APP","ARTENGO","JACKET",8641990,"55",24,"26","359.78000000000003","4"
"CLOTHING","RACKETS SPORTS","TENNIS","JUNIOR SOCKS","ARTENGO","SOCKS",8670342,"55",30,"35","82.17000000000002","2"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","SHORT MH MAN","QUECHUA","SHORTS",8767078,"55",130,"157","1329.1100000000006","68"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT MERINOS","FORCLAZ","BOXERS",8573903,"55",204,"261","4713.689999999989","30"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SH FLEECE","QUECHUA","FLEECE",8749781,"55",23,"31","324.87","18"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SNOW HIKE L3","QUECHUA","JACKET",8398575,"55",18,"18","419.86000000000007","4"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","QUECHUA","SOFTSHELL",8226826,"55",56,"66","1174.5300000000002","19"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SH FLEECE","QUECHUA","FLEECE",8640249,"55",25,"28","689.86","14"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","BOY'S BOARDSHT","OLAIAN","BOARDSHORTS",8670249,"55",133,"145","959.0400000000006","49"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BIKINI BOTTOM",8738867,"55",83,"95","232.49000000000012","44"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","M SUN PROTEC","OLAIAN","CROPPED LEGGINGS",8403252,"55",58,"64","395.6900000000001","33"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","COLD WAT WETSUI","OLAIAN","SURF WETSUIT",8504155,"55",31,"32","4499.819999999998","14"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","MAN BASKETBALL","TARMAK","JACKET",8602022,"55",32,"40","374.7100000000001","11"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","NBA LAYER 0 M","TARMAK","TIGHTS",8642848,"55",13,"15","165.86","1"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","WINTER MTN CLTH","SIMOND","DOWN JACKET",8590016,"55",41,"48","3999.749999999999","23"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","FIT BEG M OUTFI","ADIDAS","T-SHIRT",8809253,"55",39,"45","537.6900000000002","14"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN PANT JACKET","DOMYOS","TROUSERS",8544002,"55",49,"54","407.66000000000014","20"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","TANK TOP",8733590,"55",22,"23","101.86","9"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8666578,"55",6,"6","29.98","4"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","H/T PONCHOS","FORCLAZ","RAIN CAPE",8302449,"55",12,"12","219.89000000000001","1"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","FLEECES","SOLOGNAC","FLEECE",8753990,"55",21,"22","339.8400000000001","6"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","M WARM HIKG AM","ROCKRIDER","CYCLING SHORTS",8582728,"55",93,"104","1892.5200000000002","56"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","RD SOCKS SUMMER","VAN RYSEL","SOCKS",8615610,"55",107,"136","1298.7000000000007","6"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR RAIN RD W","VAN RYSEL","WINDBREAKER",8759687,"55",36,"34","419.86000000000007","20"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD W","VAN RYSEL","SHORT-SLEEVE JERSEY",8606241,"55",64,"69","774.5800000000003","27"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL JACKETS","TRIBORD","JACKET",8675965,"55",68,"77","4632.589999999997","36"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL FLEECE","TRIBORD","FLEECE",8576461,"55",13,"13","204.93","6"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","JR SAILWEAR","TRIBORD","SHORTS",8491511,"55",38,"42","287.68000000000006","10"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","GIRL FOOT TEXT","KIPSTA","SHORTS",8597068,"55",26,"29","83.8","9"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIM SHORTS",8601722,"55",103,"111","774.2800000000004","39"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMMING TRUNKS",8669720,"55",141,"183","961.9300000000006","76"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","GILET TREK W","FORCLAZ","DOWN JACKET",8371820,"55",30,"37","959.8100000000001","18"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SWEATS NH","QUECHUA","PULLOVER",8756805,"55",38,"45","439.83000000000004","28"
"CLOTHING","FITNESS WELLNES","DANCES","W MODERN CLOTH","STAREVER","T-SHIRT",8643951,"54",29,"37","339.69000000000017","6"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","SHORT-SLEEVED POLO SHIRT",8336032,"54",78,"103","699.2200000000004","25"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","T-SHIRT",8759891,"54",25,"29","200.86","15"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",8670567,"54",61,"66","1139.6200000000001","28"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BOARDSHORTS",8646512,"54",102,"122","1241.3100000000004","53"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","NBA LAYER 0 M","TARMAK","BASE LAYER",8734074,"54",46,"47","619.6900000000002","16"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","MOUNTAIN CLOTH","SIMOND","SOCKS",8316476,"54",37,"36","494.67000000000013","2"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","CW JR WEAR","FOUGANZA","ANORAK",8652822,"54",28,"28","799.7600000000001","4"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","RIDING SOCKS AD","FOUGANZA","SOCKS",8788575,"54",73,"70","585.4600000000003","6"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","RIDING WEAR WIN","FOUGANZA","LONG-SLEEVED POLO SHIRT",8759186,"54",45,"48","581.6300000000001","11"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W BRA","DOMYOS","SPORTS BRA",8771717,"54",28,"34","109.78999999999998","13"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","FIT BEG M OUTFI","DOMYOS","TROUSERS",8731700,"54",23,"24","385.80000000000007","4"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN PANT JACK","DOMYOS","SWEATSHIRT",8677458,"54",46,"43","589.6600000000002","9"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8731303,"54",164,"164","1460.5000000000011","14"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","HIGH VIS CLOTH","SOLOGNAC","JACKET",8494235,"54",48,"55","2719.609999999999","16"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT BO","DECATHLON","T-SHIRT",8548941,"54",61,"112","527.1200000000003","24"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","WINTER RD SOCKS","VAN RYSEL","SOCKS",8753713,"54",109,"120","1693.8700000000008","7"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","VAN RYSEL","SHORT-SLEEVE JERSEY",8774006,"54",35,"41","699.86","27"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN WARM WTHR","KIPRUN","LONG-SLEEVED T-SHIRT",8589261,"54",54,"56","1004.5100000000003","7"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MAN FR CLOTH SK","WEDZE","JACKET",8660084,"54",44,"45","3229.8099999999986","26"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMSUIT",8788634,"54",54,"66","779.7000000000002","36"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SNOW HIKE L3","QUECHUA","JACKET",8738716,"54",110,"130","2999.399999999997","70"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W PANTS/TS NH","QUECHUA","T-SHIRT",8732028,"54",184,"196","1582.680000000001","64"
