"category_name","universe","department","family","brand","product_nature","model_code","used_sizeguide_pageviews","used_sizeguide_order","used_sizeguide_quantity","used_sizeguide_turnover","used_sizeguide_return_quantity"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","POSTED CLOTH","SOLOGNAC","JACKET",8522776,"270",82,"83","5439.449999999993","28"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","W WARM WEA HIKG","ROCKRIDER","PADDED CYCLING SHORTS",8555880,"270",174,"197","1663.8900000000008","86"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M TRAIL CLOTHES","KIPRUN","SHORTS",8677751,"270",138,"162","2698.919999999998","54"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN WARM WTHR","KIPRUN","RUNNING TIGHTS",8650652,"270",83,"95","1309.5800000000002","53"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAILWEAR","TRIBORD","LONG-SLEEVED T-SHIRT",8676277,"270",150,"160","2181.91","51"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8648304,"270",395,"419","5145.159999999982","134"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","KIMJALY","TANK TOP",8736826,"269",105,"109","2060.3100000000004","40"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","TOP",8655107,"269",176,"201","1153.350000000001","36"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN SHORT TK","DOMYOS","TANK TOP",8645599,"269",174,"194","1097.7100000000005","65"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","TROUSERS/SHIRT","SOLOGNAC","TROUSERS",8771375,"269",51,"57","797.5800000000002","15"
"CLOTHING","FITNESS WELLNES","DANCES","DANCE ACCESS","STAREVER","TIGHTS",8608538,"268",106,"158","982.7700000000007","35"
"CLOTHING","GOLF UNIVERS","GOLF","W MILD W. POLO","INESIS","SHORT-SLEEVED POLO SHIRT",8354074,"267",65,"97","579.2100000000003","18"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT MERINOS","FORCLAZ","LONG-SLEEVED T-SHIRT",8609386,"267",153,"159","7738.829999999987","42"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT OCC","WEDZE","JACKET",8755209,"267",217,"238","9366.249999999989","112"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","AD COLD WEATHER","KIPSTA","TROUSERS",8560160,"267",169,"218","2918.539999999996","71"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M JACKETS NH","QUECHUA","OVERTROUSERS",8382416,"266",97,"99","934.3800000000002","37"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BABY SWIM","NABAIJI","SWIM BOTTOM",8613039,"266",201,"228","1070.460000000001","74"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","T-SHIRT",8732801,"265",67,"73","466.4400000000003","17"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SH FLEECE","QUECHUA","LONG-SLEEVED T-SHIRT",8369745,"265",121,"149","1324.9800000000007","47"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI BOTTOM",8677649,"265",345,"404","1053.7600000000014","180"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN PANT JACK","DOMYOS","TROUSERS",8520527,"265",118,"138","1879.0400000000006","42"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","W WARM WEA HIKG","ROCKRIDER","3/4 CYCLING BIB SHORTS",8667291,"265",70,"79","689.7900000000001","58"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","SWEATSHIRT",8615431,"265",197,"232","6613.109999999997","43"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","JUNIOR SKI AND","WEDZE","TIGHTS",8641745,"265",194,"262","3368.749999999997","37"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8649557,"264",106,"104","949.5200000000007","6"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMSUIT TOP",8677356,"264",68,"69","491.59000000000026","28"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","LONGJOHNS",8646503,"264",136,"158","1151.0700000000006","65"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN PANT JACKET","DOMYOS","SWEATSHIRT",8615142,"263",133,"163","2313.629999999999","26"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT GI","DOMYOS","SHORTS",8516803,"263",390,"482","2571.229999999998","155"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER 2 TWGIRL","QUECHUA","FLEECE",8548789,"262",115,"118","1144.0900000000004","26"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAIL JACKETS","TRIBORD","JACKET",8491506,"262",66,"78","1275.4900000000002","27"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","B.INT.PIST JKT","WEDZE","JACKET",8548071,"262",62,"66","2457.6399999999994","30"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOTH OCC","WEDZE","JACKET",8580866,"262",33,"35","844.8000000000001","15"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIM BOTTOM",8647895,"262",186,"227","1045.6400000000008","91"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","M SUN PROTEC","OLAIAN","TOP",8611954,"261",431,"506","3680.9299999999926","199"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","LEOTARD",8664012,"261",35,"36","1086.75","11"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","REINF CLOTHING","SOLOGNAC","TROUSERS",8589292,"261",243,"289","12568.059999999987","93"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG M COLD WTHR","KALENJI","LONG-SLEEVED T-SHIRT",8751819,"261",233,"263","2402.969999999998","58"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL JACKETS","TRIBORD","ANORAK",8675869,"261",57,"65","1187.5700000000002","22"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","WOM FR SK CLOTH","WEDZE","TROUSERS",8660080,"261",87,"101","4499.639999999996","65"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","JACKET",8611944,"261",36,"36","391.7800000000001","14"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT WINDBREAK","FORCLAZ","SOFT SHELL JACKET",8503242,"260",74,"75","3359.579999999997","33"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","AWAKEN SPORT AP","DOMYOS","TRACKSUIT",8572461,"260",165,"190","1103.6300000000008","53"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","LEGGIN JKT GIRL","DOMYOS","TROUSERS",8648577,"260",328,"401","2374.0699999999983","107"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASE LAYER",8650947,"260",59,"68","1994.5100000000002","19"
"CLOTHING","RACKETS SPORTS","TENNIS","ADULT SOCKS","ARTENGO","SOCKS",8379841,"259",325,"431","3073.329999999996","23"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC M WARM WTHR","KALENJI","RUNNING 3/4 TIGHT",8381937,"259",150,"189","1558.4400000000012","33"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RAINY WTHR","KALENJI","RAIN JACKET",8520970,"259",107,"121","2099.4","61"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC M WARM WTHR","KALENJI","T-SHIRT",8666028,"259",107,"119","1019.1500000000005","34"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","LONG-SLEEVED T-SHIRT",8642652,"259",285,"308","3912.389999999998","47"
"CLOTHING","FITNESS WELLNES","DANCES","W MODERN CLOTH","STAREVER","SHORTS",8668726,"258",71,"81","615.4800000000004","29"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SH FLEECE","QUECHUA","FLEECE",8526050,"258",109,"121","2614.2599999999984","47"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M JACKETS NH","QUECHUA","JACKET",8573613,"258",256,"279","3544.029999999994","82"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","LEGGINGS",8604263,"257",154,"201","1588.410000000001","41"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","SNOW HIKE SOCK","QUECHUA","SOCKS",8734168,"257",394,"445","4182.849999999993","28"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RAINY WTHR","KALENJI","RAIN JACKET",8653460,"257",247,"271","3843.309999999995","102"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SNOW HIKE L3","QUECHUA","JACKET",8545301,"257",90,"101","2199.269999999999","28"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","DOMYOS","TANK TOP",8667602,"256",109,"118","606.3500000000003","53"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","T-SHIRT",8789681,"256",114,"125","3168.9999999999977","25"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","T-SHIRT",8666365,"256",23,"27","35.81999999999999","9"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","SHORT-SLEEVE JERSEY",8605466,"256",39,"41","479.7600000000001","17"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","B.INT.PIST JKT","WEDZE","JACKET",8548072,"256",85,"94","2985.489999999998","43"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","GRL OC PIST JKT","WEDZE","JACKET",8605990,"256",244,"268","5068.309999999996","98"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL JACKETS","TRIBORD","JACKET",8576441,"255",78,"84","2499.4999999999986","34"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W PANTS/TS NH","QUECHUA","T-SHIRT",8732022,"255",415,"434","3824.809999999994","115"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","DOMYOS","SPORTS BRA",8667606,"254",89,"95","1219.3900000000003","34"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","TSHIRT/POLOS","SOLOGNAC","T-SHIRT",8223707,"254",80,"100","751.0600000000006","6"
"CLOTHING","GOLF UNIVERS","GOLF","MEN GOLF TROUSE","INESIS","TROUSERS",8540514,"253",228,"279","4342.509999999992","130"
"CLOTHING","FITNESS WELLNES","DANCES","W MODERN CLOTH","STAREVER","TOP",8609032,"253",119,"130","1104.0900000000006","39"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN W APP","ARTENGO","SHORT-SLEEVED POLO SHIRT",8325142,"253",98,"155","806.9900000000005","54"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWGIRL","QUECHUA","T-SHIRT",8610254,"253",194,"217","831.3300000000011","50"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","MAN BASKETBALL","TARMAK","SHORTS",8519864,"253",98,"121","306.42000000000013","23"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","WARM CLOTHS","SOLOGNAC","JACKET",8664404,"253",140,"157","4968.899999999992","47"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR WINTER RD W","VAN RYSEL","JACKET",8751200,"253",52,"58","722.79","37"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIMSUIT",8731958,"253",83,"99","373.1700000000002","16"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","DOMYOS","SPORTS BRA",8667600,"251",217,"226","2498.569999999997","82"
"CLOTHING","FITNESS WELLNES","DANCES","DANCE ACCESS","STAREVER","TIGHTS",8608699,"251",107,"119","929.0700000000006","26"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","MOUNTAIN CLOTH","SIMOND","JACKET",8612372,"251",89,"96","3904.309999999995","27"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","UNDW SUM RD M","VAN RYSEL","BASE LAYER",8602423,"251",140,"191","1434.560000000001","47"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","TROUSERS",8666263,"251",57,"63","490.6300000000002","26"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","LONG-SLEEVED T-SHIRT",8750980,"251",80,"93","1124.3700000000003","30"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SNB CLTHG","QUIKSILVER","JACKET",8791277,"251",84,"91","8399.439999999995","35"
"CLOTHING","CYCLING UNIVERS","URBAN/FOLDING B","COLD WEATH APP","BTWIN","JACKET",960551,"251",62,"71","3039.6199999999976","33"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M TRAIL CLOTHES","KIPRUN","RUNNING TIGHTS",8602025,"250",82,"97","1421.4800000000002","45"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI.CLO INT","WEDZE","DOWN JACKET",8751636,"250",112,"118","10274.349999999991","51"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8732044,"250",74,"85","434.71000000000015","56"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SHORTS NH","QUECHUA","SHORTS",8751519,"249",36,"43","144.71000000000004","14"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","W SUN PROTEC","OLAIAN","TOP",8756525,"249",174,"200","1108.9900000000005","99"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","MEN'S BS BEGIN","OLAIAN","BOARDSHORTS",8645535,"249",38,"41","159.68","9"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","REINF RAINWEAR","SOLOGNAC","TROUSERS",8573374,"249",81,"83","2364.5499999999993","38"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","SWEAT JACKET PA","DECATHLON","TROUSERS",8612095,"249",96,"109","903.1200000000006","20"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KIPRUN","SWEATSHIRT",8647004,"249",125,"136","2316.2499999999995","61"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","WOMEN FAST HIKE","QUECHUA","JACKET",8670531,"249",92,"104","3519.5499999999965","59"
"CLOTHING","FITNESS WELLNES","DANCES","K BALLET CLOTH","STAREVER","LEOTARD",8550507,"248",53,"54","559.6800000000002","22"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI TOP",8677658,"248",264,"302","552.8500000000005","187"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","CLIMBING CLOTH","SIMOND","T-SHIRT",8610905,"248",62,"77","419.50000000000017","27"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W BRA","DOMYOS","BRA",8643089,"248",176,"215","2265.909999999999","106"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TRACKSUIT GIRL","DOMYOS","TRACKSUIT",8646665,"248",104,"111","1258.5800000000006","19"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BABY SWIM","NABAIJI","TOP",8751616,"248",250,"306","1837.6900000000016","75"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W PANTS/TS NH","QUECHUA","TROUSERS",8732068,"248",430,"485","4366.999999999987","185"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","T-SHIRT",8738272,"247",104,"113","627.2800000000004","41"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","TANK TOP",8380675,"247",58,"63","385.5300000000002","16"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8562639,"247",46,"53","639.7500000000001","28"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W PANTS/TS NH","QUECHUA","T-SHIRT",8582430,"247",7,"7","27.96","3"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN PANT JACKET","DOMYOS","LONG-SLEEVED T-SHIRT",8644802,"246",137,"198","1577.320000000001","30"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT GI","DOMYOS","SHORTS",8664621,"246",66,"66","200.06000000000003","22"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","ADULTS SKI AND","WEDZE","SOCKS",8733737,"246",126,"152","1010.7500000000005","27"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","AD COLD WEATHER","KIPSTA","TROUSERS",8560159,"246",65,"70","999.5000000000003","20"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN W APP","ARTENGO","T-SHIRT",8666531,"245",95,"105","702.4500000000003","50"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","CLIMBING JR CLO","SIMOND","LEGGINGS",8574040,"245",96,"118","1223.1300000000006","31"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","LEGGIN JKT GIRL","DOMYOS","LEGGINGS",8677473,"245",287,"308","2321.71","79"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT GI","DOMYOS","T-SHIRT",8668947,"245",165,"186","516.3900000000006","25"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","SHORTS",8755272,"245",87,"95","819.5900000000001","54"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MAN FR CLOTH SK","WEDZE","JACKET",8660086,"245",58,"64","2789.7099999999996","35"
"CLOTHING","WATER SPORTS UN","STAND UP KAYAK","KAYAK CLOTH","ITIWIT","NEOPRENE SHORTY",8605319,"244",134,"155","2498.999999999998","55"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","T-SHIRT",8561989,"244",120,"200","1252.1800000000007","18"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GARM MID-SE RDM","TRIBAN","JERSEY",8771822,"244",68,"72","1774.5500000000002","27"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAIL JACKETS","TRIBORD","OVERTROUSERS",8545293,"244",250,"291","3473.449999999997","36"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIM SHORTS",8616090,"244",253,"304","1262.640000000001","68"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","SHORTS",8513974,"244",53,"56","434.71000000000015","27"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","T-SHIRT",8612429,"244",859,"930","5885.3199999999815","362"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","CW JR WEAR","FOUGANZA","BREECHES",8605489,"243",216,"257","6838.289999999994","86"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIM SHORTS",8402300,"243",133,"166","599.0000000000002","66"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI",8597108,"242",192,"238","890.4800000000009","86"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","W RIDING WEAR","FOUGANZA","SLEEVELESS JACKET",8580390,"242",65,"71","1624.5800000000002","29"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","COOL COLD XC M","ROCKRIDER","JACKET",8545963,"242",53,"57","1169.74","31"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GARM MID-SE RDW","VAN RYSEL","CYCLING TIGHTS",8587184,"242",97,"104","2309.4499999999994","49"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT MERINOS","FORCLAZ","LONG-SLEEVED T-SHIRT",8550198,"241",106,"111","4349.129999999994","24"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM CONF SSUIT","OLAIAN","BIKINI BOTTOM",8647490,"241",164,"194","965.1400000000006","108"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","FIT BEG M OUTFI","DOMYOS","SHORT-SLEEVED SHIRT",8603477,"241",252,"376","2141.9000000000015","66"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","T-SHIRT",8578172,"241",288,"461","2336.929999999999","154"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","TROUSERS",8513997,"241",125,"149","1299.3500000000004","84"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","T-SHIRT",8664630,"241",579,"648","2994.599999999994","208"
"CLOTHING","RACKETS SPORTS","PADEL PELOTA","W APPAREL","KUIKMA","T-SHIRT",8572995,"240",84,"95","633.2300000000004","18"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","MOUNTAIN CLOTH","SIMOND","JACKET",8549130,"240",64,"69","1749.6000000000004","29"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","SWIMSUITS&CAPS","WATKO","SWIM BRIEFS",8733730,"240",30,"35","136.84","19"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","SHORTS",8572550,"239",439,"515","9626.789999999985","194"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","MAN BASKETBALL","TARMAK","SHORTS",8607213,"239",140,"170","1492.760000000001","46"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","BOY OCC PST JKT","WEDZE","JACKET",8587819,"239",70,"78","1369.5600000000002","34"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8677365,"239",114,"126","1379.1600000000005","42"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8789034,"239",63,"66","559.7200000000001","38"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8767611,"239",37,"42","287.84000000000003","26"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM CONF SSUIT","OLAIAN","BIKINI BOTTOM",8331598,"238",123,"148","594.4600000000003","94"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","TOP",8677738,"238",171,"189","1028.8900000000006","78"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","NYAMBA","LEGGINGS",8738139,"238",99,"115","1148.5200000000002","67"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8649553,"238",84,"85","750.1800000000005","3"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAIL FLEECES","TRIBORD","FLEECE",8510427,"238",83,"92","1524.5300000000002","45"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIMSUIT TOP",8647852,"238",109,"128","328.6700000000002","45"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMSUIT",8646146,"238",205,"254","2500.6099999999983","115"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN COLD","KIPRUN","RUNNING TIGHTS",8758644,"237",53,"54","1071.63","17"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","BB SLEDGE EQUIP","LUGIK","SKI SUITS",8641799,"237",311,"349","8380.09999999999","107"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","BOY SNOW OUTFIT","QUECHUA","TROUSERS",8609008,"236",170,"196","2383.4099999999994","37"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RAINY WTHR","KALENJI","WINDBREAKER",8504185,"236",101,"138","1998.9300000000005","31"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","ADULT RUN SOCKS","KIPRUN","SOCKS",8664104,"236",81,"105","216.51000000000005","6"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","SWIMMING COSTUME",8756497,"235",124,"149","604.5400000000002","103"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","W RIDING WEAR","FOUGANZA","JACKET",8767634,"235",54,"53","2809.6499999999987","18"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","RIDING WEAR WIN","FOUGANZA","BREECHES",8515326,"235",308,"365","6267.9099999999935","156"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT REG","WEDZE","JACKET",8602801,"235",109,"120","8339.339999999995","53"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMSUIT",8788550,"235",189,"222","1222.9300000000005","115"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","TROUSERS",968672,"234",170,"228","2973.8099999999954","109"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","SHORT MH MAN","QUECHUA","SHORTS",8580855,"234",144,"168","960.0000000000007","67"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","TOP",8611588,"234",351,"438","1911.1700000000026","55"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","FIT BEG M OUTFI","DOMYOS","SHORT-SLEEVED SHIRT",8556970,"234",192,"243","1403.040000000001","47"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","MEN'S GYM APPAR","DOMYOS","SOKOL",8542426,"234",181,"281","3467.629999999995","44"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","CROPPED TROUSERS",8552236,"234",96,"118","1013.2200000000005","40"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL FLEECE","TRIBORD","FLEECE",8643566,"234",150,"166","2488.759999999998","42"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","GR INT SKI JKT","WEDZE","JACKET",8587851,"234",65,"69","2339.579999999999","27"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","TROUSERS",8755415,"234",175,"189","6399.199999999994","109"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMMING TRUNKS",8575237,"234",217,"258","2914.3799999999956","96"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8616557,"233",69,"66","947.3900000000003","5"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","STALK CLOTH D/W","SOLOGNAC","JACKET",8493972,"233",69,"70","2884.5199999999973","22"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN CW APP M","ARTENGO","SHORTS",8551737,"232",119,"144","1475.8500000000008","29"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOTH OCC","WEDZE","SKI PANTS",8563097,"232",298,"394","13247.349999999995","129"
