"category_name","universe","department","family","brand","product_nature","model_code","used_sizeguide_pageviews","used_sizeguide_order","used_sizeguide_quantity","used_sizeguide_turnover","used_sizeguide_return_quantity","sizeguide_not_used_pageviews","sizeguide_not_used_order","sizeguide_not_used_quantity","sizeguide_not_used_turnover","sizeguide_not_used_return_quantity"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","M WARM XC","ROCKRIDER","CYCLING SHORTS",8643530,"221",76,"90","1599.6000000000001","50","568",368,"442","7718.06999999998","249"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SWEATS NH","QUECHUA","PULLOVER",8664871,"221",84,"86","1634.5800000000002","44","373",432,"471","8902.69999999997","241"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER2 KIDBOY","QUECHUA","SOFT SHELL JACKET",8749895,"220",115,"123","1789.1300000000006","36","891",921,"1039","13043.059999999974","345"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","MEN'S BS BEGIN","OLAIAN","UNDERSHORTS",8502829,"220",62,"108","339.15000000000015","23","251",230,"474","1464.3300000000017","106"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","LEGGINGS",8738248,"220",221,"229","2067.2500000000014","53","370",715,"753","7287.009999999992","152"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","CAMO CLOTH D/W","SOLOGNAC","TROUSERS",8668326,"220",74,"80","1719.5700000000002","37","291",357,"374","9447.62999999997","137"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","LEGGIN JKT GIRL","DOMYOS","JACKET",8648572,"220",366,"403","2576.6699999999996","67","425",1714,"1948","12684.97999999999","277"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL JACKETS","TRIBORD","JACKET",8616325,"220",283,"318","6327.889999999989","107","43",1837,"2049","43749.380000000056","587"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8790136,"220",117,"140","979.5100000000003","91","324",623,"708","5537.229999999982","431"
"CLOTHING","WINTER SPORTS U","CROSS COUNTRY S","JR XC SKI CLOTH","INOVIK","TROUSERS",8551746,"219",104,"120","2649.2599999999975","45","219",428,"524","11619.759999999986","200"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","T-SHIRT",8756171,"219",50,"60","172.70000000000002","30","235",211,"206","930.450000000001","51"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT OUTFIT","FORCLAZ","T-SHIRT",8787789,"219",204,"205","4933.58999999999","64","222",1105,"1192","28586.830000000005","375"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","MEN'S BS BEGIN","OLAIAN","BOARDSHORTS",8669147,"218",139,"146","694.8400000000006","29","152",405,"486","2491.84","69"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","HIGH VIS","SOLOGNAC","JACKET",8602276,"218",70,"73","912.4600000000003","19","350",373,"424","5687.699999999982","94"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD W","VAN RYSEL","SHORT-SLEEVE JERSEY",8667980,"218",53,"55","407.6600000000001","21","236",281,"299","2278.1","109"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RAINY CLOTHES","KIPRUN","SLEEVELESS JACKET",8556945,"218",118,"130","831.2200000000005","35","317",611,"685","4026.6999999999894","229"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","BASE LAYER",8641796,"218",34,"46","249.63000000000005","9","162",178,"221","1544.0100000000007","20"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","JACKET",8732097,"218",208,"232","2488.6099999999974","93","302",978,"1111","11885.389999999976","450"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT GI","DOMYOS","T-SHIRT",8648527,"217",283,"301","2201.6400000000003","65","443",2055,"2251","17009.01999999995","453"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","ARTISTIC SWIM","NABAIJI","SWIMMING COSTUME",8559830,"217",43,"57","327.7800000000001","35","798",323,"379","2516.229999999998","202"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT WINDBREAK","FORCLAZ","SOFT SHELL JACKET",8580219,"216",50,"61","1749.65","26","539",286,"385","10040.009999999982","184"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","COLD WAT ACC","OLAIAN","TOP",8521777,"216",139,"173","1320.8500000000008","58","416",998,"1371","9741.55999999997","521"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","M SUN PROTEC","OLAIAN","TOP",8789652,"216",245,"290","1846.4600000000012","136","267",1200,"1393","10228.469999999985","540"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR WINTER RD W","VAN RYSEL","CYCLING TIGHTS",8640541,"216",211,"247","2621.169999999999","64","548",651,"752","8366.169999999991","169"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SWEATS NH","QUECHUA","PULLOVER",8573579,"216",120,"125","1049.2500000000005","50","155",496,"516","4210.989999999996","215"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER2 KIDBOY","QUECHUA","FLEECE",8552063,"215",127,"139","1208.7900000000009","17","323",800,"920","7799.189999999981","139"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","SHORT-SLEEVED SHIRT",8733637,"215",121,"138","1379.0800000000006","46","219",751,"861","9188.869999999972","248"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","NEOPRENE TOP",8544518,"215",102,"115","2614.459999999998","61","157",313,"391","8553.239999999976","215"
"CLOTHING","FITNESS WELLNES","BOXING FIGHTING","OTHER PROTEC","OUTSHOCK","SPORTS BRA",8520511,"215",105,"136","2879.0399999999977","40","191",278,"325","7167.609999999979","86"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","W WARM WEA HIKG","ROCKRIDER","CYCLING SHORTS",8555884,"215",167,"177","1646.8100000000006","58","304",772,"830","6829.649999999985","295"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M TRAIL CLOTHES","KIPRUN","WINDBREAKER",8608058,"215",52,"58","1359.66","24","837",233,"249","5983.499999999987","99"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L3","QUECHUA","JACKET",8382341,"215",44,"50","3049.749999999999","25","367",323,"354","25078.02000000004","156"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SNOW HIKE L3","QUECHUA","JACKET",8640297,"215",329,"370","10037.989999999982","167","243",1153,"1309","35077.98000000002","604"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","T-SHIRT",8664893,"215",27,"28","509.74","2","150",118,"115","1859.0400000000006","19"
"CLOTHING","GOLF UNIVERS","GOLF","M MILD POLOS","INESIS","SHORT-SLEEVED POLO SHIRT",8617152,"214",127,"177","1428.500000000001","27","465",774,"1453","12201.27999999997","181"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER1/3 KIDBOY","QUECHUA","JUMPSUIT",8641579,"214",120,"144","1619.9200000000008","36","555",820,"961","11025.689999999964","230"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","WATERP CLOTH","SOLOGNAC","OVERTROUSERS",8771045,"214",72,"71","1099.4500000000003","16","357",266,"285","4477.75999999999","61"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","UNDW SUM RD M","VAN RYSEL","BASE LAYER",8736855,"214",156,"223","980.4300000000007","66","26",752,"1274","6165.419999999991","216"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT MERINOS","FORCLAZ","LONG-SLEEVED T-SHIRT",8544818,"214",59,"63","2519.5999999999985","22","292",303,"340","14397.70999999997","111"
"CLOTHING","FITNESS WELLNES","DANCES","DANCE ACCESS","STAREVER","TIGHTS",8667682,"213",108,"134","986.8700000000006","21","252",371,"483","3725.879999999988","71"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","ATHLE CLOTH AD","KALENJI","RUNNING SHORT TIGHT",8667050,"213",249,"307","1351.9300000000014","100","105",1458,"1830","7776.729999999988","603"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN W APP","ARTENGO","T-SHIRT",8781334,"212",50,"53","255.68000000000006","21","151",295,"336","1422.2200000000012","158"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","LONG-SLEEVED T-SHIRT",8492293,"212",142,"156","1900.8900000000008","45","312",674,"779","10173.069999999969","186"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT GI","DOMYOS","CROPPED LEGGINGS",8648545,"212",30,"29","79.88","17","315",269,"286","1247.0000000000014","86"
"CLOTHING","FITNESS WELLNES","BOXING FIGHTING","KARATE","OUTSHOCK","UNIFORM",8365189,"211",88,"119","1319.9800000000005","17","108",296,"359","3905.979999999997","54"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","WOMEN CLOTHS","SOLOGNAC","TROUSERS",8667869,"211",64,"75","1514.5700000000002","32","344",335,"366","7187.959999999977","160"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","FLEECES","SOLOGNAC","SLEEVELESS JACKET",8542911,"211",68,"73","1399.4400000000003","17","597",414,"701","14097.119999999959","112"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","RAIN WIN CUT RD","VAN RYSEL","WINDBREAKER",8517114,"211",72,"78","1467.4900000000002","27","313",334,"350","6520.779999999976","128"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8648305,"211",174,"223","2512.6099999999974","83","548",866,"1231","16025.159999999947","345"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","T-SHIRT",8604359,"210",127,"126","1015.0800000000006","34","426",468,"480","3776.569999999995","128"
"CLOTHING","WATER SPORTS UN","SNORKELING SCUB","SNORKELING TOP","SUBEA","NEOPRENE TOP",8550727,"210",81,"108","1098.4100000000003","49","349",472,"588","5878.879999999981","276"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8646094,"210",61,"69","729.6400000000002","33","195",185,"205","2148.9900000000002","102"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM ADV SSUIT","OLAIAN","BIKINI BOTTOM",8572333,"209",182,"232","1364.2200000000005","154","324",1033,"1272","7492.749999999977","846"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN SHORT TK","DOMYOS","SHORTS",8645653,"209",224,"295","1804.9500000000014","90","248",1209,"1630","9828.899999999978","518"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","AWAKEN SPORT AP","DOMYOS","SWEATSHIRT",8669440,"209",115,"130","809.9000000000005","20","1123",489,"547","3480.3799999999933","85"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","B.REG.PIST JKT","WEDZE","JACKET",8645261,"209",138,"158","7066.8199999999915","40","243",866,"956","34122.29000000004","381"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIM BOTTOM",8732039,"209",68,"70","116.75999999999996","46","262",237,"274","607.2600000000007","150"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8586889,"208",41,"52","1584.69","21","353",251,"289","8158.419999999981","131"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM CONF SSUIT","OLAIAN","BIKINI TOP",8739952,"208",125,"141","839.5800000000003","99","159",754,"856","6876.559999999988","512"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN PANT JACK","DOMYOS","TROUSERS",8756167,"208",74,"89","829.5700000000003","46","169",522,"639","8416.049999999972","190"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","SHORTS",8576738,"208",195,"246","2247.39","85","224",964,"1201","10469.749999999975","476"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","T-SHIRT",8738438,"208",60,"69","226.47999999999988","17","310",93,"101","329.2299999999998","24"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMMING JAMMER",8754892,"208",101,"116","2029.4200000000003","58","206",394,"496","9132.389999999983","235"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMSUIT TOP",8788281,"208",160,"209","1511.2400000000005","133","172",740,"918","6109.939999999982","612"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIM BOTTOM",8647892,"208",132,"166","742.9700000000006","63","1297",993,"1178","5560.579999999985","436"
"CLOTHING","RACKETS SPORTS","TENNIS","TEN JR APP","ARTENGO","LEGGINGS",8582897,"207",149,"174","1474.770000000001","51","351",1060,"1244","10551.199999999955","364"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","TOP",8611615,"207",244,"270","2203.7700000000004","47","287",1374,"1546","13097.75999999996","222"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM ADV SSUIT","OLAIAN","BIKINI TOP",8572293,"207",100,"120","917.5800000000003","78","293",658,"740","6141.189999999987","458"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","CLIMBING CLOTH","SIMOND","LEGGINGS",8542606,"207",62,"71","941.5000000000003","21","373",345,"373","3948.809999999989","154"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","SWEATSHIRT",8749576,"207",158,"172","2498.709999999999","43","310",526,"561","8081.809999999991","140"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","ENGLAND TEAMS","ADIDAS","TROUSERS",8660699,"207",43,"49","683.58","7","34",184,"200","3016.4099999999994","41"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","BIKINI BOTTOM",8646673,"207",50,"57","191.52000000000004","9","486",330,"397","1244.8800000000017","85"
"CLOTHING","FITNESS WELLNES","DANCES","G DANCE CLOTH","STAREVER","SHORTS",8757670,"206",132,"235","1390.260000000001","61","217",1230,"1750","10674.639999999987","414"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAILWEAR","TRIBORD","BASE LAYER",8578938,"206",93,"104","2124.1499999999996","19","167",287,"335","5997.599999999983","95"
"CLOTHING","WATER SPORTS UN","STAND UP KAYAK","KAYAK CLOTH","ITIWIT","NEOPRENE SHORTY",8605318,"205",92,"102","1969.4300000000003","45","256",388,"453","9492.269999999975","180"
"CLOTHING","GOLF UNIVERS","GOLF","W GOLF TROUSER","INESIS","TROUSERS",8600374,"205",93,"113","1376.4800000000002","61","594",444,"531","6198.329999999981","264"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","T-SHIRT",8733849,"205",279,"294","1099.2700000000011","121","299",1400,"1528","6348.059999999986","534"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8546338,"205",92,"101","939.5300000000003","54","326",423,"501","4257.869999999989","288"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SHORT/TANK NH","QUECHUA","TANK TOP",8554431,"205",13,"11","34.95","6","392",45,"43","202.71000000000004","14"
"CLOTHING","TEAMSPORTS UNIV","VOLLEYBALL","VOLLEYBALL APPA","ALLSIX","SHORTS",8563194,"204",338,"415","2660.6699999999955","82","96",937,"1207","7430.699999999971","277"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","KIMJALY","T-SHIRT",8549637,"204",77,"80","491.5900000000002","39","221",408,"433","3009.489999999991","181"
"CLOTHING","FITNESS WELLNES","DANCES","K BALLET CLOTH","STAREVER","SKIRT",8760213,"204",139,"158","982.7700000000008","35","499",1100,"1202","7638.439999999989","246"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","LONG-SLEEVED T-SHIRT",8646641,"204",60,"63","811.5800000000003","21","169",200,"224","2774.5899999999983","83"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM CONF SSUIT","OLAIAN","BIKINI BOTTOM",8647594,"204",31,"41","142.72999999999996","14","142",107,"144","390.33000000000027","77"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8511783,"204",284,"328","1803.420000000002","69","209",1278,"1557","9212.81999999997","238"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8616561,"204",285,"332","5289.0599999999795","38","318",1539,"1729","28780.99999999999","128"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TRACKSUIT BOY","DOMYOS","TRACKSUIT",8640185,"204",136,"147","1873.9600000000007","42","283",820,"917","12653.019999999962","219"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIMSUIT TOP",8647875,"204",168,"208","839.9100000000007","99","792",1448,"1670","7928.899999999977","660"
"CLOTHING","GOLF UNIVERS","GOLF","MEN COLD CLOTH","INESIS","FLEECE",8736155,"203",97,"106","1524.3100000000004","37","169",399,"430","5413.399999999984","170"
"CLOTHING","FITNESS WELLNES","YOGA","MAN YOGA","KIMJALY","TROUSERS",8543599,"203",63,"68","634.4700000000003","15","106",235,"276","2343.1499999999996","91"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER 2 TWGIRL","QUECHUA","SLEEVELESS JACKET",8750121,"203",118,"130","957.1700000000005","47","341",883,"1007","7995.629999999979","270"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","T-SHIRT",8546087,"203",83,"104","488.2900000000002","33","257",338,"406","2089.9900000000016","105"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","T-SHIRT",8667940,"203",325,"703","2931.6499999999965","68","325",1907,"5176","22009.89999999999","498"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","WOMEN CLOTHS","SOLOGNAC","TROUSERS",8503835,"203",60,"68","1769.5400000000002","22","462",195,"209","5103.659999999989","75"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG M COLD WTHR","KALENJI","LONG-SLEEVED T-SHIRT",8645563,"203",289,"324","3852.429999999992","66","268",1154,"1279","15642.559999999956","233"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAIL FLEECES","TRIBORD","JACKET",8560955,"203",53,"64","1369.72","36","317",328,"446","11887.529999999979","196"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAIL JACKETS","TRIBORD","JACKET",8491507,"203",99,"107","1685.4200000000003","49","486",390,"562","10726.159999999978","178"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAILWEAR","TRIBORD","BASELAYER BOTTOM",8569245,"203",80,"88","2024.1900000000005","7","218",277,"320","6397.4399999999805","64"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","W SAILWEAR","TRIBORD","TROUSERS",8561770,"203",59,"58","1242.63","21","352",179,"197","4239.739999999992","71"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","JACKET",8676385,"203",219,"229","9968.859999999986","115","204",586,"645","25907.02000000002","346"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMSUIT",8646150,"203",33,"41","310.78000000000003","19","140",46,"48","365.73000000000013","21"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SWEATS NH","QUECHUA","PULLOVER",8551543,"203",90,"93","1093.4500000000003","38","391",451,"475","5777.1099999999815","186"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT 3IN1 JACK","FORCLAZ","3 IN 1 JACKET",8540395,"203",105,"120","7379.389999999991","59","641",451,"483","32907.31000000007","213"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","JR RIDING WEAR","FOUGANZA","LONG-SLEEVED POLO SHIRT",8749850,"202",85,"93","531.8000000000003","23","345",450,"493","2824.2299999999973","116"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR RAIN RD W","VAN RYSEL","RAIN JACKET",8589334,"202",82,"91","732.5900000000003","50","358",409,"438","4077.789999999991","217"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS JR","KIPSTA","BASE LAYER",8618817,"202",271,"339","6261.199999999992","59","643",1467,"1814","36050.620000000024","220"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","GILET TREK W","FORCLAZ","PADDED JACKET",963923,"202",74,"77","992.6300000000002","40","371",272,"293","4522.329999999989","126"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","BOY SNOW OUTFIT","QUECHUA","JACKET",8543960,"201",161,"175","2703.9299999999994","67","623",974,"1069","17785.979999999967","365"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","WARM CLOTHS","SOLOGNAC","TROUSERS",8315360,"201",86,"98","1744.4000000000003","38","111",207,"240","4573.439999999991","84"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR RAIN RD W","VAN RYSEL","WINDBREAKER",8605598,"201",74,"76","1269.4800000000002","24","268",474,"539","8409.669999999976","206"
"CLOTHING","WATER SPORTS UN","SNORKELING SCUB","SNORKELING TOP","SUBEA","NEOPRENE TOP",8550729,"201",73,"87","1889.5000000000002","37","165",273,"323","6923.17999999998","141"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","TROUSERS",8587376,"200",180,"225","3943.839999999992","109","192",659,"781","14743.679999999946","349"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SHORTS NH","QUECHUA","SHORTS",8644401,"200",150,"174","1993.0900000000006","83","114",643,"753","8424.159999999989","369"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR RAIN RD W","VAN RYSEL","WINDBREAKER",8504313,"200",73,"72","729.6400000000002","36","344",290,"299","3148.4999999999973","149"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","SUN PROTEC JR","OLAIAN","TOP",8611584,"199",382,"428","3077.1199999999963","40","374",2424,"2769","19544.390000000003","308"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8738322,"199",45,"47","464.72000000000014","19","560",179,"182","1861.8900000000008","71"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","JR CLOTHING","SOLOGNAC","FLEECE",8563466,"199",97,"111","434.71999999999997","23","155",396,"480","1777.8500000000004","124"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8577058,"199",55,"67","439.60000000000014","27","247",260,"318","2173.0700000000006","124"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIM BOTTOM",8611999,"199",126,"149","929.0700000000006","56","31",1000,"1192","7382.609999999985","452"
"CLOTHING","FITNESS WELLNES","YOGA","WM YOGA COLD W","DOMYOS","SWEATSHIRT",8675877,"198",72,"77","919.6200000000002","32","677",328,"352","4161.269999999997","148"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","KIMJALY","LEGGINGS",8595304,"198",34,"38","236.81","19","213",149,"158","1162.1400000000006","72"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M L1 SH PANT","QUECHUA","TROUSERS",8582604,"198",126,"141","3569.2899999999963","70","174",382,"415","11627.68999999998","182"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","CLIMBING CLOTH","SIMOND","TROUSERS",8522373,"198",81,"103","2484.409999999999","44","263",361,"437","9667.739999999974","210"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","JACKET",8755404,"198",160,"185","7999.099999999993","93","104",515,"554","25107.170000000006","270"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8577240,"198",33,"35","313.82000000000005","17","222",153,"160","1281.2600000000004","86"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIMSUIT",8669405,"198",32,"33","161.71","4","368",113,"114","486.1000000000005","24"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH L1 WARM W","QUECHUA","SKORT",8664288,"198",82,"95","1244.4900000000002","44","332",592,"643","9526.09999999998","253"
"CLOTHING","WINTER SPORTS U","CROSS COUNTRY S","WO APP XC SKI","INOVIK","SLEEVELESS JACKET",8548509,"197",99,"112","1431.4900000000002","61","171",396,"437","6517.849999999991","219"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT BO","DOMYOS","T-SHIRT",8646272,"197",116,"134","546.3700000000006","21","256",671,"717","2945.3899999999953","105"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","SHORT-SLEEVE JERSEY",8644923,"197",86,"97","414.17000000000036","13","161",278,"321","1382.2300000000016","44"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN COLD","KIPRUN","LONG-SLEEVED T-SHIRT",8759815,"197",100,"116","2835.1199999999985","28","125",392,"416","10832.75999999998","90"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIMMING COSTUME",8647863,"197",66,"76","629.6500000000001","41","1265",619,"697","8059.5199999999695","249"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT 3IN1 JACK","FORCLAZ","3 IN 1 JACKET",8583871,"197",60,"73","2099.72","45","497",339,"359","14388.059999999972","164"
"CLOTHING","FITNESS WELLNES","DANCES","W MODERN CLOTH","STAREVER","SPORTS BRA",8755458,"196",68,"74","668.5100000000002","25","356",267,"303","2664.9999999999977","102"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","BOY'S BOARDSHT","OLAIAN","BOARDSHORTS",8559017,"196",164,"188","1137.5300000000009","41","177",880,"966","5652.6999999999825","236"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","KIMJALY","TROUSERS",8574058,"195",143,"163","1893.9100000000008","54","276",746,"836","10948.799999999956","216"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","COLD WAT ACC","OLAIAN","NEOPRENE TOP",8521999,"195",114,"138","2869.2099999999973","59","293",268,"314","7352.999999999981","114"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","BOXERS",8667431,"195",168,"210","3852.0199999999936","12","269",875,"1155","21449.979999999992","52"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","LEOTARD",8664010,"195",104,"153","2358.82","35","1576",549,"754","11705.11","165"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIM SHORTS",8601275,"195",112,"126","845.2200000000005","48","269",846,"960","6510.979999999969","358"
