"category_name","universe","department","family","brand","product_nature","model_code","used_sizeguide_pageviews","used_sizeguide_order","used_sizeguide_quantity","used_sizeguide_turnover","used_sizeguide_return_quantity","sizeguide_not_used_pageviews","sizeguide_not_used_order","sizeguide_not_used_quantity","sizeguide_not_used_turnover","sizeguide_not_used_return_quantity"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","TROUSERS",8758755,"8370",819,"941","20073.99999999998","340","11008",2173,"2452","52964.18","868"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8603726,"7678",3479,"4174","57242.22999999998","1888","9685",10856,"13009","170352.50999999934","6222"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","TROUSERS",8569504,"7519",905,"977","10984.529999999984","430","16805",3667,"3968","46411.90000000002","1658"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","TROUSERS",8605569,"7370",1100,"1323","28272.930000000055","614","6963",3122,"3583","81539.61000000003","1543"
"CLOTHING","CYCLING UNIVERS","URBAN/FOLDING B","RAIN WEATH APP","BTWIN","OVERTROUSERS",8402040,"7315",3121,"3573","70936.56","727","11836",10918,"12790","254792.6499999999","2549"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403220,"7276",3393,"4460","57034.36000000001","1588","11043",21163,"28225","379788.7799999994","9006"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8510030,"6149",5897,"8829","52348.110000000015","1325","5127",17447,"33008","200226.1399999996","3975"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403221,"6110",979,"1190","8501.489999999993","339","8004",4576,"5727","42917.03999999999","1417"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","TROUSERS",8572546,"5575",879,"1067","19879.379999999994","504","5975",2742,"3343","70786.14000000004","1355"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8666242,"5442",2008,"2496","38439.11000000002","1207","4765",5632,"6962","105833.57","3419"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASE LAYER",8510031,"5286",4832,"6496","37681.14000000003","1090","6064",15627,"22134","128836.37000000008","3643"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOTH OCC","WEDZE","SKI TROUSERS",8563097,"5084",1762,"2251","39240.14999999996","1463","9323",6063,"7527","132149.55999999944","4867"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W PANTS/TS NH","QUECHUA","TROUSERS",8554842,"4800",820,"922","7732.699999999971","392","7114",4462,"4960","43586.45999999999","2002"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS JR","KIPSTA","TIGHTS",8619329,"4759",4103,"5655","64716.180000000044","662","10117",23228,"33196","382180.7199999993","3721"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASE LAYER",8510029,"4655",4965,"7416","44596.23000000006","1028","5892",15440,"29887","183926.69999999978","3236"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","LEGGINGS",8552601,"4602",2096,"2438","24797.620000000024","794","7734",7916,"9290","97310.14999999995","2893"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403222,"4527",2272,"2976","40011.880000000034","961","8120",13780,"17588","240077.48000000016","5475"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8510033,"4220",3705,"4815","26834.610000000033","967","3918",11740,"16276","90916.25000000013","3217"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8758761,"4214",341,"387","7318.119999999989","199","6292",1152,"1259","25883.470000000012","604"
"CLOTHING","WATER SPORTS UN","SNORKELING SCUB","SNORKELING TOP","SUBEA","NEOPRENE SHORTY",8380963,"4195",1026,"1267","14098.759999999953","643","4896",6127,"7612","86551.93999999999","3803"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403223,"4091",1490,"1873","24065.370000000003","907","3163",5371,"6928","93388.60000000003","3186"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8547142,"4056",1259,"1585","9887.989999999962","584","5618",6073,"8255","52918.76999999997","2932"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","ZIP OFF TROUSERS",8502252,"4024",419,"402","6217.929999999984","195","4259",2025,"1960","31219.610000000026","921"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8529113,"4011",571,"655","9898.229999999983","478","4212",2213,"2507","41722.47000000003","1753"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M L1 SH PANT","QUECHUA","TROUSERS",8582600,"3843",1261,"1537","38722.27000000002","763","3863",2950,"3583","99050.80999999994","1606"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","OVERTROUSERS",8408195,"3837",1781,"2039","22849.969999999983","735","4607",8420,"9775","107962.92000000004","3665"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN UNDERWEAR","KALENJI","SPORTS BRA",8549607,"3757",845,"994","8961.449999999966","386","1966",2229,"2690","25685.229999999985","1011"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","TROUSERS",8602800,"3646",1300,"1681","45452.42999999999","922","3646",4467,"5639","152417.8399999998","3087"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIM TOP",8500460,"3636",2136,"2643","11989.249999999955","1268","3207",10107,"12672","54755.84000000002","6453"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","LEGGINGS",8577944,"3636",505,"552","10546.639999999976","216","6638",2194,"2390","46450.100000000035","900"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8605572,"3598",1131,"1437","39232.10000000004","646","2362",3801,"4684","132002.25000000003","2016"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","JR RIDING WEAR","FOUGANZA","BREECHES",8320128,"3541",1627,"1915","19907.399999999976","454","5150",8469,"10010","103690.56999999998","2565"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","CHILD SKI BL","WEDZE","BASELAYER BOTTOM",8343743,"3412",5237,"7901","39509.13000000005","1298","7673",23751,"36890","186122.29999999926","5816"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","ADIDAS","LEGGINGS",8624217,"3368",1038,"1147","17250.98999999998","245","5747",4160,"4603","69664.71","970"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN UNDERWEAR","KALENJI","SPORTS BRA",8563081,"3251",1552,"1919","6671.319999999989","648","2220",4892,"6028","21258.93","2014"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","T-SHIRT",8493310,"3243",1342,"1571","30647.52000000003","322","4986",7381,"8744","176594.8600000001","1551"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER2 KIDBOY","QUECHUA","TROUSERS",8526843,"3218",968,"1217","15926.099999999959","224","6277",5737,"7369","98345.47000000002","1284"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","T-SHIRT",8380104,"3204",1438,"2010","9481.689999999982","479","4138",6493,"8922","41554.25000000004","2231"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8544763,"3177",1385,"1701","20617.95999999998","996","2523",6885,"8425","99056.18000000008","5042"
"CLOTHING","WATER SPORTS UN","SNORKELING SCUB","SNORKELING TOP","SUBEA","NEOPRENE SHORTY",8485036,"3171",724,"828","10285.479999999969","376","4306",3958,"4574","59583.44000000001","2016"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8547484,"3160",1058,"1169","9557.829999999967","651","7939",5067,"5602","43099.40000000003","3234"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","CHILD SKI BL","WEDZE","BASE LAYER",8343744,"3142",4340,"6359","31532.430000000015","1089","5136",20380,"30537","153930.60999999978","4858"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","JACKET TW BOY","QUECHUA","OVERTROUSERS",8642168,"3096",1977,"2491","20008.919999999995","481","5852",13261,"16876","132466.76000000007","3549"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8615208,"3057",731,"843","5651.279999999979","371","3814",3564,"4376","27101.37","2113"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWBOY","QUECHUA","ZIP OFF TROUSERS",8584469,"2934",546,"688","6286.789999999991","167","6395",3005,"3797","34083.80000000002","977"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8505621,"2930",1374,"1545","19191.439999999962","487","5081",5594,"6826","86397.05999999994","2053"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","BOY OCC PST JKT","WEDZE","TROUSERS",8562660,"2835",2223,"2689","37839.029999999984","787","7396",11383,"13485","191124.389999999","3891"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M JACKETS NH","QUECHUA","JACKET",8300326,"2831",940,"1105","10471.269999999964","232","5305",5112,"6296","61956.49000000001","1125"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","JACKET",8505045,"2820",328,"352","5362.989999999993","151","5116",1165,"1248","17763.37999999998","583"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M JACKETS NH","QUECHUA","OVERTROUSERS",8796550,"2739",1060,"1239","16310.919999999955","331","4113",5378,"6238","85491.38","1476"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8492737,"2732",818,"928","17923.28999999999","455","3123",2582,"2980","54895.580000000016","1535"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT OCC","WEDZE","TROUSERS",8569208,"2590",728,"875","14205.939999999971","468","3342",1884,"2226","37264.350000000006","1157"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","T-SHIRT",8580251,"2526",827,"900","5891.779999999984","178","2281",3365,"3762","23797.689999999977","807"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","ADULTS SKI AND","WEDZE","SOCKS",8557163,"2494",3620,"5284","48551.40000000004","417","1196",10878,"15752","142091.99000000002","1488"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS JR","KIPSTA","BASE LAYER",8619327,"2469",2921,"3969","33656.31000000002","596","6867",15340,"21094","181351.65999999977","2891"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8550837,"2448",882,"942","11863.469999999956","288","4709",3786,"4091","53742.550000000054","1142"
"CLOTHING","FITNESS WELLNES","YOGA","WOMAN YOGA","KIMJALY","TROUSERS",8574056,"2359",699,"834","10543.819999999963","216","2683",3383,"4376","60280.89","964"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","DRESS EQUIP","FOUGANZA","BREECHES",8579683,"2330",433,"488","7201.149999999984","202","2296",1329,"1482","21367.889999999996","620"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8562212,"2313",499,"560","6422.919999999991","352","3132",1880,"2105","22752.629999999997","1366"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","TEMPERED WATER","OLAIAN","SURF WETSUIT",8403234,"2308",443,"550","14617.559999999969","306","3045",1508,"1818","49341.79000000006","995"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","LEGGINGS",8614959,"2303",984,"1130","15652.169999999942","346","2784",4860,"6078","84237.86000000003","1863"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","TROUSERS",8582598,"2270",840,"1034","23145.380000000005","569","3186",2869,"3446","78784.29000000001","1870"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8403218,"2219",809,"1003","13000.799999999956","483","1912",2977,"3930","58520.08000000011","1587"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8574729,"2217",2231,"2752","32153.550000000007","604","2048",6429,"8157","92908.01999999997","1943"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M L1 SH PANT","QUECHUA","TROUSERS",8558719,"2206",433,"499","5987.619999999993","260","3644",1081,"1225","16553.429999999982","566"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASELAYER BOTTOM",8576239,"2193",2099,"2764","34656.88000000003","449","1254",5402,"7486","92960.39000000004","1267"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",8772946,"2183",1248,"1391","12387.709999999974","258","2931",4361,"5005","44919.410000000025","939"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL JACKETS","TRIBORD","OVERTROUSERS",8676253,"2171",654,"775","10687.649999999961","240","1768",2423,"2880","40506.68000000003","848"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","TEMPERED WATER","OLAIAN","SURF WETSUIT",8504156,"2132",590,"805","20060.379999999997","343","2527",3314,"4347","112254.32999999999","1776"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","TROUSERS",8732699,"2105",334,"390","4973.0099999999875","191","1398",1480,"1741","24015.390000000003","780"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","T-SHIRT",8612421,"2098",1122,"1232","5735.669999999983","399","1472",5018,"5525","25900.619999999995","1787"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","BASE LAYER",8650758,"2062",1255,"1682","17601.449999999975","321","4914",5016,"6974","73887.12000000004","1278"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","ZIP OFF TROUSERS",8652204,"2052",816,"995","14003.969999999961","492","1046",2473,"2942","41459.14000000004","1455"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BOARDSHORTS",8486148,"2030",1540,"1806","15336.399999999958","646","2366",8326,"9946","82804.43000000007","3788"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","TROUSERS",8562227,"1990",204,"226","3979.039999999995","130","1019",568,"642","11737.219999999974","364"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH TS PANT","QUECHUA","TROUSERS",8493683,"1985",875,"994","17559.669999999984","461","2066",3353,"3869","66105.72000000002","1852"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN UNDERWEAR","KALENJI","SPORTS BRA",8563080,"1983",578,"662","2289.590000000001","221","2231",1883,"2397","8326.959999999986","790"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","M COOL COLD MTB","ROCKRIDER","TROUSERS",8540538,"1956",506,"590","16661.45999999996","236","3704",1654,"1936","53573.76000000003","809"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIM TOP",8677635,"1933",427,"473","2862.1699999999964","290","2866",2137,"2382","13550.389999999963","1521"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WARM WAT SPRING","OLAIAN","SURF SHORTY WETSUIT",8574122,"1926",401,"488","7518.109999999983","298","2432",1455,"1691","29802.530000000028","944"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","JACKET",8383702,"1925",434,"463","5019.209999999986","184","1716",2186,"2403","25887.61","964"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","JERSEY",8394789,"1923",1082,"1217","14690.19999999997","237","2649",4070,"4672","55733.30000000004","951"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","ZIP OFF TROUSERS",8605574,"1909",210,"243","5648.62999999999","104","658",522,"624","16376.059999999974","230"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8511782,"1908",395,"455","2453.489999999997","103","2017",1657,"1954","10464.029999999964","456"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","T-SHIRT",8569390,"1904",970,"1019","19165.099999999955","228","2886",4458,"4765","88367.93999999996","1157"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SKI B.LAYER","WEDZE","BASE LAYER",8576241,"1894",1363,"1815","22245.160000000003","330","1953",3973,"5676","71048.91000000002","913"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L3","QUECHUA","JACKET",8544336,"1882",173,"182","5572.059999999993","89","6588",787,"879","29925.05000000001","380"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","W RIDING WEAR","FOUGANZA","BREECHES",8404230,"1864",685,"842","8348.269999999964","369","2514",2558,"3182","33189.41999999998","1324"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIMMING COSTUME",8645698,"1821",920,"1090","6155.819999999978","472","3269",6671,"7776","46665.01000000001","3076"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","LEOTARD",8561039,"1809",442,"574","8135.92999999998","165","5713",3324,"4252","66144.51000000002","942"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","JUNIOR SKI AND","WEDZE","SOCKS",8555027,"1804",1507,"2194","12574.979999999987","187","1670",6792,"10074","57550.540000000066","881"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT REG","WEDZE","TROUSERS",8545714,"1804",1069,"1231","47752.05000000002","432","2004",2582,"2934","108561.41999999997","1122"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L3","QUECHUA","JACKET",8736722,"1799",434,"502","7377.86999999999","184","2010",1521,"1646","22168.980000000003","641"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWGIRL","QUECHUA","ZIP OFF TROUSERS",8731706,"1783",568,"672","5383.509999999992","223","2723",4096,"4978","38875.61000000006","1739"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","RUNNING TIGHTS",8647027,"1774",429,"462","4654.769999999997","139","1118",1541,"1667","16085.889999999989","555"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","BASE LAYER",8641687,"1774",877,"1108","17414.31999999998","137","4312",3794,"4864","77892.90000000005","525"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","TROUSERS",8587372,"1744",433,"552","8942.369999999974","289","1160",1488,"1776","32885.35000000004","811"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","TROUSERS",8583313,"1738",326,"436","6027.989999999983","235","1450",1108,"1387","18596.78999999997","766"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8677364,"1731",573,"775","7176.409999999981","416","3784",2512,"3390","29925.02999999999","1893"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWBOY","QUECHUA","ZIP OFF TROUSERS",8530007,"1711",1106,"1360","20997.329999999994","393","1810",8249,"10389","157602.30999999994","3120"
"CLOTHING","FITNESS WELLNES","DANCES","DANCE ACCESS","STAREVER","TIGHTS",8608534,"1704",968,"1286","6823.479999999983","234","2942",6640,"8731","48687.929999999986","1315"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","FIT BEG M OUTFI","ADIDAS","TRACKSUIT",8624056,"1704",368,"379","13010.389999999978","117","4271",1914,"1942","71242.72999999998","511"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI CLOT IREG","WEDZE","JACKET",8545711,"1695",695,"809","37555.83000000001","391","2567",2214,"2556","107220.1","1362"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","JACKET TW GIRL","QUECHUA","JACKET",8572745,"1691",669,"765","7606.409999999989","206","3315",4513,"5125","50662.96000000001","1321"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8511784,"1690",1237,"1814","10942.349999999977","248","2525",6278,"11369","69148.14000000003","1466"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",8351934,"1686",1094,"1624","6028.409999999993","260","2957",3815,"6801","26017.300000000025","915"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W L1 SH PANT","QUECHUA","LONG-SLEEVED T-SHIRT",8370112,"1682",817,"868","6503.749999999986","243","1446",2706,"2929","21082.239999999998","847"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8646176,"1674",399,"479","4053.399999999989","218","2193",1935,"2296","21869.429999999982","939"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT REG","WEDZE","TROUSERS",8558868,"1655",488,"572","11008.169999999984","389","1502",1204,"1375","30794.869999999995","862"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG M COLD WTHR","KALENJI","JACKET",8521837,"1644",382,"423","6867.069999999986","130","3234",1939,"2165","33664.44000000002","706"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","FULL BODY SWIMSUIT",8387938,"1640",346,"406","2336.980000000001","204","1426",1352,"1621","9265.659999999994","779"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMSUIT",8615432,"1636",427,"541","7216.199999999973","261","1085",971,"1202","17304.29999999996","532"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","W SKI B.LAYER","WEDZE","BASE LAYER",8604249,"1630",1482,"1808","21540.63","369","1673",4517,"5815","69298.77000000005","1187"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W TT APP OUTFIT","FORCLAZ","TROUSERS",8513996,"1617",288,"326","2583.769999999998","203","2607",971,"1059","8675.879999999981","647"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","PADDED CYCLING SHORTS",8542910,"1602",950,"1168","10291.109999999964","279","1624",3648,"4511","39712.92000000003","1101"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","SHORTS",8489395,"1581",1025,"1656","7640.239999999977","378","3000",8164,"13612","63995.72000000003","2916"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8072128,"1580",978,"1100","10189.569999999962","357","1994",3773,"4430","40860.53999999998","1479"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L3","QUECHUA","JACKET",8492378,"1571",197,"226","4398.899999999991","116","3201",1141,"1251","24873.77000000001","628"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","W SUN PROTEC","OLAIAN","TOP",8485993,"1569",760,"902","7601.659999999981","268","2822",3192,"3872","32157.180000000022","1190"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","T-SHIRT",8572641,"1558",740,"1450","5957.19999999998","170","1972",4282,"10418","44442.560000000005","1087"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIM BOTTOM",8403572,"1554",1392,"1738","5942.089999999978","847","1807",6832,"8760","27267.81","4737"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","LONG-SLEEVED T-SHIRT",8504629,"1552",545,"602","14211.199999999959","117","2758",2489,"2827","68672.83000000005","506"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT OUTFIT","FORCLAZ","TROUSERS",8343230,"1531",222,"262","8228.609999999991","123","1315",608,"732","25465.710000000006","298"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT OCC","WEDZE","SKI TROUSERS",8563078,"1527",534,"631","13947.209999999985","352","1486",1390,"1770","43283.19","889"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","T-SHIRT",8316244,"1521",1057,"1412","7182.029999999977","350","1185",5283,"7837","41743.68000000002","1744"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","TROPICAL TREK","FORCLAZ","TROUSERS",8581342,"1520",451,"576","13516.619999999955","237","1285",1210,"1458","36210.940000000024","552"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","PANT TS MH H","QUECHUA","ZIP OFF TROUSERS",8587383,"1510",719,"945","20445.410000000003","485","1061",2335,"2890","64435.149999999994","1444"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC M WARM WTHR","KALENJI","RUNNING TIGHTS",8381942,"1509",439,"532","4880.519999999988","146","2760",1851,"2329","21837.789999999983","598"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","W SUN PROTEC","OLAIAN","TOP",8648128,"1504",1025,"1243","8537.499999999975","293","1364",4399,"5612","37735.51999999998","1414"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","RUNNING TIGHTS",8552231,"1492",421,"479","4058.999999999992","179","1833",2020,"2531","22653.159999999993","846"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MOUNT HIKE L2","QUECHUA","FLEECE",8492857,"1488",34,"32","379.81000000000006","13","3966",139,"135","1879.0600000000006","41"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","DESERT OUTFIT","FORCLAZ","TROUSERS",8735136,"1477",254,"303","7528.029999999976","106","1405",810,"957","21994.26","381"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN PANT JACKET","DOMYOS","TROUSERS",8543998,"1476",589,"756","5700.299999999978","185","3288",2995,"4604","37630.38","840"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","JR HOT WEATHER","KIPSTA","SHORTS",8558492,"1474",613,"729","3344.909999999992","120","1434",3675,"4843","23354.019999999975","639"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","TROUSERS",8549765,"1464",221,"284","2104.59","141","1446",547,"718","6238.789999999985","296"
